,Country,Industry,Business Area,Legal Entity Name,Financial Year,Is Current Quarter?,Quarter,Planned Sales Revenue,Sales Revenue,Sales Revenue (Forecasted),Planned Service Revenue,Service Revenue,Service Revenue  (Forecasted),Planned Non Service Revenue,Non Service Revenue,Non Service Revenue (Forecasted),Planned Total Revenue,Total Revenue,Total Revenue (Forecasted),Planned COGS,COGS,COGS (Forecasted),Planned Administrative Expenses,Administrative Expenses,Administrative Expenses (Forecasted),Planned Third Party Expenses,Third Party Expenses,Third Party Expenses (Forecasted),Planned Other Expenses,Other Expenses,Other Expenses (Forecasted),Planned Total Expense,Total Expense,Total Expense (Forecasted),Planned Gross Margin,Gross Margin,Gross Margin (Forecasted),Planned Gross Margin %,Gross Margin %,Gross Margin % (Forecasted),Planned R&D Expenses,R&D Expenses,R&D Expenses (Forecasted),Planned Sales Cost,Sales Cost,Sales Cost (Forecasted),Planned Other Operating Expenses,Other Operating Expenses,Other Operating Expenses (Forecasted),Planned Operating Margin,Operating Margin,Operating Margin (Forecasted),Planned Operating Margin %,Operating Margin %,Operating Margin % (Forecasted),Planned Depreciation,Depreciation,Depreciation (Forecasted),Planned Interest,Interest,Interest (Forecasted),Planned Tax,Tax,Tax (Forecasted),Planned Net Margin,Net Margin,Net Margin (Forecasted),Planned Net Margin %,Net Margin %,Net Margin % (Forecasted),Planned Adjustment to Income,Adjustment to Income,Adjustment to Income (Forecasted),Planned Inventory,Inventory,Inventory (Forecasted),Planned Cash Flow from Operating Activities,Cash Flow from Operating Activities,Cash Flow from Operating Activities (Forecasted),Planned Capex,Capex,Capex - Forecasted,Planned Investments,Investments,Investments - Forecasted,Planned Cash Flow from Investment Activities,Cash Flow from Investment Activities,Cash Flow from Investment Activities (Forecasted),Dividends Paid,Sale/ Repurchase of Shares,Increase in Debt,Exchange Rate Gain/ Loss,Planned Cash Flow from Financial Activities,Cash Flow from Financial Activities,Cash Flow from Financial Activities Forecasted,Planned Net Cash Flow,Net Cash Flow,Net Cash Flow Forecasted,Planned Cash In Hand,Cash In Hand,Cash In Hand Forecasted,Planned Net Assets,Net Assets,Net Assets Forecasted,Planned Other Trade Debts,Other Trade Debts,Other Trade Debts Forecasted,Planned Net Liabiities,Net Liabiities,Net Liabiities Forecasted,Planned Net Working Capital,Net Working Capital,Net Working Capital Forecasted
119,Sweden,Food,Telecom,Sweden Telecom Ltd,FY2019,N,Q4,39796074,,39796074,,,,27350730,,27350730,67146804,0,67146804,5238032,,5238032,6879520,,6879520,8228822,,8228822,2652971,,2652971,22999345,0,22999345,44147459,0,44147459,66%,,66%,,,0,11064132,,11064132,1109720,,1109720,31973607,0,31973607,48%,,48%,2070322,,2070322,7589762,,7589762,6394721,0,6394721,20059446,0,20059446,30%,,30%,113502,,113502,9804120,,9804120,43961551,0,43961551,-5610619,,-5610619,-9235664,,-9235664,-14846283,0,-14846283,,,,,,,0,29115268,0,29115268,1853424,,1853424,78804348,0,78804348,3325667,,3325667,38498864,0,38498864,40305484,0,40305484
120,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2018,N,Q1,39529820,42280159,39529820,,,,26980910,27547302,26980910,66510730,69827461,66510730,5871391,7849480,5871391,5842032,7472848,5842032,8689744,8551527,8689744,2404295,1275979,2404295,22807462,25149834,22807462,43703268,44677627,43703268,66%,64%,66%,,,0,10073323,10861882,10073323,2838802,2659459,2838802,30791143,31156286,30791143,46%,45%,46%,2106783,2086957,2106783,7951947,6460848,7951947,6158229,6231257,6158229,18787750,20551138,18787750,28%,29%,28%,68108,78544,68108,7094272,5166314,7094272,40060306,38488101,40060306,-9503490,-2925738,-9503490,-7945901,-7904829,-7945901,-17449391,-10830567,-17449391,,,,,,,0,22610915,27657534,22610915,3566364,1670196,3566364,77171366,76663971,77171366,2782890,2918264,2782890,38502477,41589439,38502477,38668889,35074532,38668889
121,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2018,N,Q2,48426004,38651189,48426004,,,,28058303,29808649,28058303,76484307,68459838,76484307,11088189,11867427,11088189,9971834,6304284,9971834,9561490,9501035,9561490,2261404,2479156,2261404,32882917,30151902,32882917,43601390,38307936,43601390,57%,56%,57%,,,0,13421006,11757176,13421006,2857395,4611458,2857395,27322989,21939302,27322989,36%,32%,36%,1357545,1733403,1357545,7443827,6800481,7443827,5464598,4387860,5464598,15772109,12484364,15772109,21%,18%,21%,83242,427024,83242,6373263,6883577,6373263,35137039,30983306,35137039,-1917905,-7333316,-1917905,-7010415,-9159490,-7010415,-8928320,-16492806,-8928320,,,,,,,0,26208719,14490500,26208719,4732234,2647494,4732234,87589804,77990909,87589804,2897477,3809416,2897477,52058795,50329952,52058795,35531009,27660957,35531009
122,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2018,N,Q3,41056278,35561943,41056278,,,,28000000,27396331,28000000,69056278,62958274,69056278,11176493,11905707,11176493,6881654,9619462,6881654,8712273,9426464,8712273,1827512,1129084,1827512,28597932,32080717,28597932,40458346,30877557,40458346,59%,49%,59%,,,0,13791814,14147708,13791814,3844267,2098769,3844267,22822265,14631080,22822265,33%,23%,33%,1547204,2275751,1547204,5262294,6260438,5262294,4564453,2926216,4564453,14542722,7720177,14542722,21%,12%,21%,333358,226165,333358,9357523,7289330,9357523,34060350,24422326,34060350,-6284657,-1070589,-6284657,-5612068,-5682098,-5612068,-11896725,-6752687,-11896725,,,,,,,0,22163625,17669639,22163625,3977855,2674338,3977855,82391656,72921942,82391656,2864597,2747178,2864597,49098610,51074372,49098610,33293046,21847570,33293046
123,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2018,N,Q4,51328245,35927854,51328245,,,,28757281,28281770,28757281,80085526,64209624,80085526,10894606,13860260,10894606,8682387,9194095,8682387,7214055,8950759,7214055,1039296,1858965,1039296,27830344,33864079,27830344,52255182,30345545,52255182,65%,47%,65%,,,0,14715911,12378700,14715911,1646174,1813206,1646174,35893097,16153639,35893097,45%,25%,45%,1133216,1594330,1133216,6584684,7582336,6584684,7178619,3230728,7178619,23263010,6934905,23263010,29%,11%,29%,153262,467386,153262,7707150,6180363,7707150,44886725,24395718,44886725,-9744492,-4270564,-9744492,-6255626,-6066595,-6255626,-16000118,-10337159,-16000118,,,,,,,0,28886607,14058559,28886607,2982981,2520417,2982981,90775657,72910404,90775657,2707911,2676441,2707911,46900340,50732426,46900340,43875317,22177978,43875317
124,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2019,N,Q1,39524765,41563079,39524765,,,,26186496,28683150,26186496,65711261,70246229,65711261,7753164,5228174,7753164,6895133,9877838,6895133,5160970,8828836,5160970,2988569,2113176,2988569,22797836,26048024,22797836,42913425,44198205,42913425,65%,63%,65%,,,0,12080361,13896889,12080361,2182318,3642210,2182318,28650746,26659106,28650746,44%,38%,44%,2993872,2720152,2993872,5154577,6856466,5154577,5730149,5331821,5730149,20759892,17190971,20759892,32%,24%,32%,460476,283223,460476,6396549,8340964,6396549,38501643,38003445,38501643,-9417654,-1052852,-9417654,-9022555,-5309459,-9022555,-18440209,-6362311,-18440209,,,,,,,0,20061434,31641134,20061434,4910045,2457730,4910045,77017855,81044923,77017855,3919762,1843237,3919762,40980277,45430360,40980277,36037578,35614563,36037578
125,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2019,N,Q2,47817854,37631221,47817854,,,,27923173,25757322,27923173,75741027,63388543,75741027,10270544,7076829,10270544,9406321,5470984,9406321,7236766,6382497,7236766,2130781,1662708,2130781,29044412,20593018,29044412,46696615,42795525,46696615,62%,68%,62%,,,0,12616636,12833729,12616636,2553004,3111456,2553004,31526975,26850340,31526975,42%,42%,42%,1168068,1871089,1168068,6565376,5183225,6565376,6305395,5370068,6305395,19824272,18168136,19824272,26%,29%,26%,278028,332342,278028,8235429,6250268,8235429,41208500,35304039,41208500,-2592752,-7605716,-2592752,-5361235,-3001734,-5361235,-7953987,-10607450,-7953987,,,,,,,0,33254513,24696589,33254513,2838136,2608495,2838136,86814592,72247306,86814592,3026913,2684556,3026913,47240965,39222759,47240965,39573627,33024547,39573627
126,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2019,Y,Q3,51948100,44367500,51948100,,,,27515284,26292534,27515284,79463384,70660034,79463384,8608024,5962766,8608024,9667747,7156843,9667747,8159291,6380104,8159291,1977275,2084456,1977275,28412337,21584169,28412337,51051047,49075865,51051047,64%,69%,64%,,,0,12683667,13982097,12683667,2545530,3065376,2545530,35821850,32028392,35821850,45%,45%,45%,1781677,1956847,1781677,7885379,7585403,7885379,7164370,6405678,7164370,22553778,19994158,22553778,28%,28%,28%,301139,144045,301139,8794828,5133269,8794828,46699494,39262553,46699494,-1358459,-3236452,-1358459,-7334114,-8250130,-7334114,-8692573,-11486582,-8692573,,,,,,,0,38006921,27775971,38006921,3351987,2406851,3351987,91610199,78200154,91610199,2842379,3879912,2842379,46483913,42511554,46483913,45126286,35688600,45126286
127,India,Textile,Cotton Mills,India Cotton Mills Ltd,FY2019,N,Q4,48960584,,48960584,,,,29288374,,29288374,78248958,0,78248958,5021056,,5021056,7237994,,7237994,5302346,,5302346,1759401,,1759401,19320797,0,19320797,58928161,0,58928161,75%,,75%,,,0,14924765,,14924765,2848054,,2848054,41155342,0,41155342,53%,,53%,1624680,,1624680,6865696,,6865696,8231068,0,8231068,27683258,0,27683258,35%,,35%,445845,,445845,9572683,,9572683,52798550,0,52798550,-5013091,,-5013091,-2740710,,-2740710,-7753801,0,-7753801,,,,,,,0,45044749,0,45044749,2001299,,2001299,89822940,0,89822940,3009586,,3009586,40103202,0,40103202,49719738,0,49719738
128,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2018,N,Q1,49238719,42121985,49238719,,,,26474274,29397766,26474274,75712993,71519751,75712993,7441469,12326615,7441469,7938359,9964738,7938359,8443231,5023964,8443231,2203268,1240705,2203268,26026327,28556022,26026327,49686666,42963729,49686666,66%,60%,66%,,,0,10569719,10920717,10569719,1398909,3963561,1398909,37718038,28079451,37718038,50%,39%,50%,1007531,2927866,1007531,6431606,6713854,6431606,7543608,5615890,7543608,24750355,18677573,24750355,33%,26%,33%,386072,267520,386072,6871380,8657134,6871380,45983021,39931971,45983021,-2152261,-6596871,-2152261,-6641307,-8460539,-6641307,-8793568,-15057410,-8793568,,,,,,,0,37189453,24874561,37189453,2497920,2564032,2497920,85082293,82740917,85082293,2467648,1633255,2467648,40462603,45073555,40462603,44619690,37667362,44619690
129,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2018,N,Q2,45600326,39853059,45600326,,,,28288517,27141248,28288517,73888843,66994307,73888843,9400414,6773376,9400414,8966950,9410568,8966950,9998964,7813944,9998964,2687372,1622598,2687372,31053700,25620486,31053700,42835143,41373821,42835143,58%,62%,58%,,,0,14856685,11172406,14856685,4676703,1321752,4676703,23301755,28879663,23301755,32%,43%,32%,1599140,2765742,1599140,6564819,5501972,6564819,4660351,5775933,4660351,13675725,20367500,13675725,19%,30%,19%,359176,258387,359176,8717154,6492915,8717154,33977225,38396707,33977225,-8057210,-7412906,-8057210,-9509290,-6009521,-9509290,-17566500,-13422427,-17566500,,,,,,,0,16410725,24974280,16410725,4554324,4191804,4554324,87160321,77679026,87160321,2860720,2908825,2860720,53447808,41023469,53447808,33712513,36655557,33712513
130,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2018,N,Q3,54425581,38473133,54425581,,,,28687879,26585251,28687879,83113460,65058384,83113460,5008810,11350093,5008810,5135733,5571460,5135733,9426253,6972468,9426253,1380271,1210530,1380271,20951067,25104551,20951067,62162393,39953833,62162393,75%,61%,75%,,,0,12234793,11510392,12234793,2109346,3420606,2109346,47818254,25022835,47818254,58%,38%,58%,1570631,2299380,1570631,5793291,7624400,5793291,9563651,5004567,9563651,34031943,14693248,34031943,41%,23%,41%,221705,350737,221705,7715926,8434426,7715926,57326516,36107378,57326516,-1620523,-4193163,-1620523,-1093038,-5241286,-1093038,-2713561,-9434449,-2713561,,,,,,,0,54612955,26672929,54612955,3162834,3715944,3162834,93992220,77208754,93992220,3202912,2901283,3202912,38498118,42936832,38498118,55494102,34271922,55494102
131,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2018,N,Q4,50692033,42930040,50692033,,,,26020163,29693729,26020163,76712196,72623769,76712196,9725970,10385419,9725970,5433278,7775368,5433278,7465758,8012005,7465758,1704373,1303297,1704373,24329379,27476089,24329379,52382817,45147680,52382817,68%,62%,68%,,,0,10384276,13413851,10384276,4667578,4560954,4667578,37330963,27172875,37330963,49%,37%,49%,1417460,2564788,1417460,5101382,7940099,5101382,7466193,5434575,7466193,26180848,16362989,26180848,34%,23%,34%,174794,128808,174794,7914841,9507377,7914841,46838058,39373848,46838058,-1800390,-5248222,-1800390,-9340027,-5120774,-9340027,-11140417,-10368996,-11140417,,,,,,,0,35697641,29004852,35697641,2860225,4540478,2860225,87487262,86671624,87487262,2048696,2272653,2048696,41429929,47723547,41429929,46057333,38948077,46057333
132,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2019,N,Q1,48391161,40488670,48391161,,,,26883732,29946057,26883732,75274893,70434727,75274893,8350691,11632725,8350691,9694728,6658756,9694728,5377169,7734887,5377169,2841927,1709788,2841927,26264515,27736156,26264515,49010378,42698571,49010378,65%,61%,65%,,,0,12859892,11044724,12859892,2497176,4417283,2497176,33653310,27236564,33653310,45%,39%,45%,2175616,1774495,2175616,6332606,6175889,6332606,6730662,5447313,6730662,22765658,17387857,22765658,30%,25%,30%,91232,438292,91232,6783374,5188842,6783374,42703532,34638193,42703532,-8654888,-2601415,-8654888,-5585099,-8039067,-5585099,-14239987,-10640482,-14239987,,,,,,,0,28463545,23997711,28463545,4782394,2536017,4782394,86840661,78159586,86840661,2291675,3155333,2291675,43913258,46353496,43913258,42927403,31806090,42927403
133,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2019,N,Q2,42334054,43211168,42334054,,,,26426315,25324489,26426315,68760369,68535657,68760369,7063610,5905428,7063610,7402139,8335525,7402139,8157609,9772176,8157609,1198997,1217356,1198997,23822355,25230485,23822355,44938014,43305172,44938014,65%,63%,65%,,,0,14571624,13678132,14571624,4076194,1430661,4076194,26290196,28196379,26290196,38%,41%,38%,1780005,1709321,1780005,5410403,7862777,5410403,5258039,5639276,5258039,17401759,16403647,17401759,25%,24%,25%,360841,366971,360841,6147195,8491455,6147195,34578237,38764126,34578237,-4569319,-3841051,-4569319,-6435194,-8005982,-6435194,-11004513,-11847033,-11004513,,,,,,,0,23573724,26917093,23573724,1750531,3214886,1750531,76658095,80241998,76658095,2733733,3272472,2733733,45203906,43611750,45203906,31454189,36630248,31454189
134,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2019,Y,Q3,36744579,41423474,36744579,,,,29480959,29824070,29480959,66225538,71247544,66225538,6808590,5272054,6808590,5846673,9827840,5846673,5403890,9449244,5403890,2210460,2236502,2210460,20269613,26785640,20269613,45955925,44461904,45955925,69%,62%,69%,,,0,14298603,13096316,14298603,1096207,4947484,1096207,30561115,26418104,30561115,46%,37%,46%,2583836,1641125,2583836,5519213,7767348,5519213,6112223,5283621,6112223,21513515,15008260,21513515,32%,21%,32%,167363,287823,167363,8681887,9416879,8681887,41994201,37763931,41994201,-1642415,-4099817,-1642415,-9061924,-1029214,-9061924,-10704339,-5129031,-10704339,,,,,,,0,31289862,32634900,31289862,1501282,1220070,1501282,76408707,81884493,76408707,2606452,1618701,2606452,38270875,46448141,38270875,38137832,35436352,38137832
135,Bangladesh,Textile,Cotton Mills,Bangladesh Cotton Mills Ltd,FY2019,N,Q4,54229078,,54229078,,,,27304695,,27304695,81533773,0,81533773,7342837,,7342837,7865625,,7865625,5375004,,5375004,2476220,,2476220,23059686,0,23059686,58474087,0,58474087,72%,,72%,,,0,14430917,,14430917,2098017,,2098017,41945153,0,41945153,51%,,51%,2640602,,2640602,5215142,,5215142,8389031,0,8389031,30981582,0,30981582,38%,,38%,382110,,382110,5530391,,5530391,50498256,0,50498256,-5390437,,-5390437,-2052528,,-2052528,-7442965,0,-7442965,,,,,,,0,43055291,0,43055291,2907568,,2907568,89971732,0,89971732,2787263,,2787263,42375883,0,42375883,47595849,0,47595849
136,India,Textile,Fashion,India Fashion Ltd,FY2018,N,Q1,31149821,41928716,31149821,,,,,,,31149821,41928716,31149821,9714871,9771913,9714871,7987206,9710396,7987206,5328489,9265522,5328489,1306644,1086558,1306644,24337210,29834389,24337210,6812611,12094327,6812611,22%,29%,22%,,,0,12880966,13127016,12880966,3197700,1218471,3197700,-9266055,-2251160,-9266055,-30%,-5%,-30%,1456850,1538327,1456850,7798914,6476092,7798914,0,0,0,-15608119,-7188925,-15608119,-50%,-17%,-50%,162134,299716,162134,9482000,8237615,9482000,1834929,7824498,1834929,-1921021,-5762846,-1921021,-7159487,-3848581,-7159487,-9080508,-9611427,-9080508,,,,,6932769,8350419,6932769,-312810,6563490,-312810,2455828,4585297,2455828,43087649,54751628,43087649,2585270,3962259,2585270,43001146,48142135,43001146,86503,6609493,86503
137,India,Textile,Fashion,India Fashion Ltd,FY2018,N,Q2,50579620,42093773,50579620,,,,,,,50579620,42093773,50579620,13383277,8691476,13383277,6525610,5953251,6525610,5277524,7539265,5277524,1157675,1841969,1157675,26344086,24025961,26344086,24235534,18067812,24235534,48%,43%,48%,,,0,10856597,12385788,10856597,3124301,4171424,3124301,10254636,1510600,10254636,20%,4%,20%,2351072,1085812,2351072,6818634,5810248,6818634,2050927,302120,2050927,3736147,-3515956,3736147,7%,-8%,7%,429332,81646,429332,7175948,9444305,7175948,20210988,12122363,20210988,-2280389,-3664011,-2280389,-3335390,-4696221,-3335390,-5615779,-8360232,-5615779,,,,,9448027,8840197,9448027,24043236,12602328,24043236,4621586,3898564,4621586,62377154,55436642,62377154,2812879,2536653,2812879,43137863,43119826,43137863,19239291,12316816,19239291
138,India,Textile,Fashion,India Fashion Ltd,FY2018,N,Q3,50774101,41454304,50774101,,,,,,,50774101,41454304,50774101,10734132,5148653,10734132,7558777,6901379,7558777,8908103,7062690,8908103,2019634,1710897,2019634,29220646,20823619,29220646,21553455,20630685,21553455,42%,50%,42%,,,0,14371413,10903296,14371413,1483815,1040647,1483815,5698227,8686742,5698227,11%,21%,11%,2494572,2913408,2494572,7308430,6712180,7308430,1139645,1737348,1139645,-255276,3150622,-255276,-1%,8%,-1%,204480,379587,204480,6341860,6692228,6341860,14739139,18671965,14739139,-4117820,-4485000,-4117820,-6872902,-2417340,-6872902,-10990722,-6902340,-10990722,,,,,848828,678970,848828,4597245,12448595,4597245,3674072,1792438,3674072,60790033,49938970,60790033,2867390,3212845,2867390,47943264,35980407,47943264,12846769,13958563,12846769
139,India,Textile,Fashion,India Fashion Ltd,FY2018,N,Q4,41268205,42437980,41268205,,,,,,,41268205,42437980,41268205,5959473,9538187,5959473,6233967,5985499,6233967,7629048,7256110,7629048,1259384,2359278,1259384,21081872,25139074,21081872,20186333,17298906,20186333,49%,41%,49%,,,0,10188271,14853574,10188271,3540488,1585649,3540488,6457574,859683,6457574,16%,2%,16%,2647598,2461956,2647598,6918556,6758882,6918556,1291515,171937,1291515,895101,-3609180,895101,2%,-9%,2%,201169,294603,201169,8474640,9450598,8474640,17780981,13066840,17780981,-7809867,-7974008,-7809867,-6026955,-7298987,-6026955,-13836822,-15272995,-13836822,,,,,9442745,2751271,9442745,13386904,545116,13386904,4472101,1375372,4472101,54214946,53263950,54214946,3702382,2869239,3702382,38513013,44447536,38513013,15701933,8816414,15701933
140,India,Textile,Fashion,India Fashion Ltd,FY2019,N,Q1,45375861,41831323,45375861,,,,,,,45375861,41831323,45375861,9142568,13181665,9142568,8629928,7044265,8629928,5026900,9150163,5026900,1664326,1868909,1664326,24463722,31245002,24463722,20912139,10586321,20912139,46%,25%,46%,,,0,13040859,10173318,13040859,3259139,4711026,3259139,4612141,-4298023,4612141,10%,-10%,10%,2316897,2577877,2316897,7423583,7257972,7423583,922428,0,922428,-1416973,-8978118,-1416973,-3%,-21%,-3%,339440,275857,339440,7722470,9537006,7722470,14990948,8092717,14990948,-7359689,-1854749,-7359689,-8591216,-8300505,-8591216,-15950905,-10155254,-15950905,,,,,3542590,5100332,3542590,2582633,3037795,2582633,2283859,3041896,2283859,55382190,54410225,55382190,3458603,3143749,3458603,44222323,49273095,44222323,11159867,5137130,11159867
141,India,Textile,Fashion,India Fashion Ltd,FY2019,N,Q2,51055489,35988768,51055489,,,,,,,51055489,35988768,51055489,6563714,7056126,6563714,7086340,9686375,7086340,8418615,8783454,8418615,2394763,1824090,2394763,24463432,27350045,24463432,26592057,8638723,26592057,52%,24%,52%,,,0,10354038,12713700,10354038,1098375,1488688,1098375,15139644,-5563665,15139644,30%,-15%,30%,2794591,1810832,2794591,7687880,7522563,7687880,3027929,0,3027929,7218426,-11275396,7218426,14%,-31%,14%,118560,109487,118560,8147890,8187264,8147890,26200685,4543918,26200685,-5646424,-1008713,-5646424,-1241181,-4308253,-1241181,-6887605,-5316966,-6887605,,,,,4757680,2584712,4757680,24070760,1811664,24070760,3092197,4471073,3092197,62295576,48647105,62295576,2511612,3914096,2511612,38427457,45466529,38427457,23868119,3180576,23868119
142,India,Textile,Fashion,India Fashion Ltd,FY2019,Y,Q3,33040953,42411504,33040953,,,,,,,33040953,42411504,33040953,11485425,13228125,11485425,8082692,8141577,8082692,9592633,5660011,9592633,1169637,1936039,1169637,30330387,28965752,30330387,2710566,13445752,2710566,8%,32%,8%,,,0,13326222,12980945,13326222,1057597,4022225,1057597,-11673253,-3557418,-11673253,-35%,-8%,-35%,2568747,2549144,2568747,5725757,6347043,5725757,0,0,0,-14830263,-7355317,-14830263,-45%,-17%,-45%,157915,259248,157915,6214946,7877672,6214946,-2731645,7128646,-2731645,-9995331,-9301968,-9995331,-9289547,-9279300,-9289547,-19284878,-18581268,-19284878,,,,,5759768,5061075,5759768,-16256755,-6391547,-16256755,3692755,2295327,3692755,42948654,52584503,42948654,3830146,2299866,3830146,48544352,48268788,48544352,-5595698,4315715,-5595698
143,India,Textile,Fashion,India Fashion Ltd,FY2019,N,Q4,47277052,,47277052,,,,,,,47277052,0,47277052,9981707,,9981707,7632682,,7632682,6390718,,6390718,1922884,,1922884,25927991,0,25927991,21349061,0,21349061,45%,,45%,,,0,10422761,,10422761,2027709,,2027709,8898591,0,8898591,19%,,19%,2060155,,2060155,6773921,,6773921,1779718,0,1779718,2405107,0,2405107,5%,,5%,417912,,417912,7250891,,7250891,18627549,0,18627549,-8797463,,-8797463,-2140670,,-2140670,-10938133,0,-10938133,,,,,6274654,,6274654,13964070,0,13964070,1924915,,1924915,56452858,0,56452858,2860317,,2860317,41238778,0,41238778,15214080,0,15214080
144,India,Textile,Retail,India Retail Ltd,FY2018,N,Q1,49691116,34371251,49691116,,,,,,,49691116,34371251,49691116,9061265,11987609,9061265,6617184,5771147,6617184,7500526,5760634,7500526,2295822,1637290,2295822,25474797,25156680,25474797,24216319,9214571,24216319,49%,27%,49%,,,0,12374363,12564793,12374363,3165645,2601190,3165645,8676311,-5951412,8676311,17%,-17%,17%,2666695,2498280,2666695,6339770,5416439,6339770,1735262,0,1735262,3267974,-8869571,3267974,7%,-26%,7%,51364,230460,51364,7516742,5252098,7516742,18911112,2029426,18911112,-4840994,-6855507,-4840994,-9344807,-4920023,-9344807,-14185801,-11775530,-14185801,,,,,7266336,3644783,7266336,11991647,-6101321,11991647,3752949,3490721,3752949,60960807,43114070,60960807,3634755,3677725,3634755,44649560,44000388,44649560,16311247,-886318,16311247
145,India,Textile,Retail,India Retail Ltd,FY2018,N,Q2,37379929,40194341,37379929,,,,,,,37379929,40194341,37379929,7370164,7826050,7370164,5924639,5117285,5924639,9520320,9010949,9520320,2659419,1041005,2659419,25474542,22995289,25474542,11905387,17199052,11905387,32%,43%,32%,,,0,10835766,13645134,10835766,1269967,3214914,1269967,-200346,339004,-200346,-1%,1%,-1%,2664264,1320217,2664264,7607473,6408926,7607473,0,67801,0,-5143555,-4817506,-5143555,-14%,-12%,-14%,364619,344971,364619,5250501,7842729,5250501,8079038,9846921,8079038,-4393417,-2120373,-4393417,-3133791,-4169701,-3133791,-7527208,-6290074,-7527208,,,,,6377788,1749886,6377788,6929618,5306733,6929618,1583105,3745779,1583105,44213535,51782849,44213535,3312795,3711556,3312795,40893070,43566893,40893070,3320465,8215956,3320465
146,India,Textile,Retail,India Retail Ltd,FY2018,N,Q3,51123252,45360938,51123252,,,,,,,51123252,45360938,51123252,5536039,14991884,5536039,6665083,7365314,6665083,7930689,8319095,7930689,1003223,1015947,1003223,21135034,31692240,21135034,29988218,13668698,29988218,59%,30%,59%,,,0,13026253,12504969,13026253,4787576,1140172,4787576,12174389,23557,12174389,24%,0%,24%,1266379,2675979,1266379,7052273,6983170,7052273,2434878,4711,2434878,3953617,-4288345,3953617,8%,-9%,8%,115049,100667,115049,8575963,7233443,8575963,22131780,10033646,22131780,-9425911,-8209618,-9425911,-9937947,-2240676,-9937947,-19363858,-10450294,-19363858,,,,,8846361,8500528,8846361,11614283,8083880,11614283,3046722,1829380,3046722,62745937,54423761,62745937,3038528,1553339,3038528,41987391,46890720,41987391,20758546,7533041,20758546
147,India,Textile,Retail,India Retail Ltd,FY2018,N,Q4,37557793,44320395,37557793,,,,,,,37557793,44320395,37557793,12046042,12527831,12046042,7440123,8553862,7440123,5760829,9346699,5760829,1181035,2227457,1181035,26428029,32655849,26428029,11129764,11664546,11129764,30%,26%,30%,,,0,12104045,11141644,12104045,3700064,3075011,3700064,-4674345,-2552109,-4674345,-12%,-6%,-12%,1158282,1162074,1158282,6057615,5548494,6057615,0,0,0,-9573678,-6938529,-9573678,-25%,-16%,-25%,447063,324842,447063,5841595,6396685,5841595,2772595,5331492,2772595,-8836955,-1063926,-8836955,-8167955,-5100953,-8167955,-17004910,-6164879,-17004910,,,,,3932782,8693259,3932782,-10299533,7859872,-10299533,1333088,3211594,1333088,44732476,53928674,44732476,1572208,3403865,1572208,43804346,50276369,43804346,928130,3652305,928130
148,India,Textile,Retail,India Retail Ltd,FY2019,N,Q1,51975548,47818340,51975548,,,,,,,51975548,47818340,51975548,12827962,13963402,12827962,9673178,7978589,9673178,6983326,6539141,6983326,2921659,2917022,2921659,32406125,31398154,32406125,19569423,16420186,19569423,38%,34%,38%,,,0,12528761,14192818,12528761,1360563,1365956,1360563,5680099,861412,5680099,11%,2%,11%,2150502,1192203,2150502,5872884,7304286,5872884,1136020,172282,1136020,821697,-5422953,821697,2%,-11%,2%,483748,106072,483748,6640955,5363680,6640955,14955304,7523367,14955304,-8295164,-7589146,-8295164,-9961791,-3886872,-9961791,-18256955,-11476018,-18256955,,,,,1181565,3930247,1181565,-2120086,-22404,-2120086,3376107,4617040,3376107,61992610,57799060,61992610,3024470,3093170,3024470,49319919,50050098,49319919,12672691,7748962,12672691
149,India,Textile,Retail,India Retail Ltd,FY2019,N,Q2,37791688,42690517,37791688,,,,,,,37791688,42690517,37791688,11100847,11823560,11100847,7062318,6527325,7062318,5038562,5828311,5038562,1005192,2093893,1005192,24206919,26273089,24206919,13584769,16417428,13584769,36%,38%,36%,,,0,11096009,10561302,11096009,1385358,3791420,1385358,1103402,2064706,1103402,3%,5%,3%,2071687,1445728,2071687,6258342,6293829,6258342,220680,412941,220680,-3303933,-3196336,-3303933,-9%,-7%,-9%,337391,284217,337391,5771716,9609651,5771716,9284196,13404302,9284196,-6708116,-4923862,-6708116,-1002829,-6764343,-1002829,-7710945,-11688205,-7710945,,,,,2561783,8953933,2561783,4135034,10670030,4135034,4132337,1885548,4132337,47695741,54185716,47695741,2639141,3112888,2639141,39327427,43738699,39327427,8368314,10447017,8368314
